Molecule,HOMO-1 (eV),HOMO (eV),LUMO (eV),LUMO+1 (eV),fund bg,Delta HOMO,delta LUMO,optical bandgap (cm-1),opt bg (nm),oscillator strength,single point energy,dipole moment (debye),summed oscs,first oscs,highest oscs under ten,first Energy Transition eV,first Energy transition wavenumber,lowest Energy Transition eV,lowest Energy transition wavenumber,PCE
127_174_103_174_127,-7.01,-5.92,-3.34,-2.95,2.58,1.09,0.39,6471.2,1545.308444,0.209439338,-3196.273398,4.32523,6.039480427,0.064014314,0.064014314,0.802299376,6471.2,0.802299376,6471.2,16.11751105
55_517_103_517_55,-7.4,-6.01,-2.86,-2.59,3.15,1.39,0.27,13860.4,721.4798996,0.104229561,-4309.046874,7.15704,7.724341559,0.037819817,0.037819817,1.718412392,13860.4,1.718412392,13860.4,19.71406483
181_174_103_174_181,-7.47,-6.21,-3.44,-3.15,2.77,1.26,0.29,9487.8,1053.985118,0.156883565,-3643.379033,8.95134,6.266336502,0.090409692,0.090409692,1.176297444,9487.8,1.176297444,9487.8,17.15324187
209_485_103_485_209,-6.59,-6,-3.33,-3.28,2.67,0.59,0.05,5689.7,1757.56191,0.108337714,-3768.268795,5.63585,7.010038787,0.001286235,0.108337714,0.705409006,5689.7,0.861003906,6944.7,15.32646991
90_449_103_449_90,-7.23,-6.05,-2.92,-2.64,3.13,1.18,0.28,13694.7,730.2094971,0.254472039,-4452.192675,11.43689,7.913148183,0.254472039,0.439431487,1.697868906,13694.7,2.04002891,16454.5,19.08050155
17_174_103_174_17,-7.45,-5.9,-3.53,-3.42,2.37,1.55,0.11,6475,1544.401544,0.133621578,-3975.280007,3.92726,8.34840026,0.04679449,0.04679449,0.8027705,6475,0.8027705,6475,21.25419366
62_239_32_239_62,-8.69,-8.55,-3.21,-3.02,5.34,0.14,0.19,23413.9,427.0967246,0.251526446,-4878.55126,5.98386,4.611971289,0.001239781,0.029405366,2.902855322,23413.9,3.12621769,25215.5,10.10958097
90_174_157_174_90,-7.88,-6.84,-3.67,-3.19,3.17,1.04,0.48,11070.3,903.3178866,0.221111021,-3581.143306,8.33746,7.623076374,0.221111021,0.791589943,1.372495794,11070.3,1.833118688,14785.6,18.08537267
17_644_103_644_17,-7.97,-6.31,-3.61,-3.42,2.7,1.66,0.19,8447.3,1183.810212,0.201519623,-4466.511529,9.16576,8.084145708,0.081303172,0.081303172,1.047296254,8447.3,1.047296254,8447.3,21.35836514
261_239_103_239_261,-7.56,-5.61,-2.96,-2.4,2.65,1.95,0.56,7853.6,1273.301416,0.176464671,-4561.423896,3.71748,2.725023566,0.000360503,0.028716093,0.973689328,7853.6,1.589250028,12818.6,15.21280395
215_485_59_485_215,-6.92,-6.21,-3.45,-3.21,2.76,0.71,0.24,6628.4,1508.659707,0.356251942,-4374.993088,2.95151,5.39470765,0.356251942,0.356251942,0.821789032,6628.4,0.821789032,6628.4,13.61275894
16_635_103_635_16,-7.16,-6.03,-3.23,-3.1,2.8,1.13,0.13,11046.8,905.2395264,0.1996812,-4591.461434,6.51217,5.603916883,0.1996812,0.1996812,1.369582264,11046.8,1.369582264,11046.8,15.68794005
90_920_103_920_90,-6.69,-6.09,-2.72,-2.56,3.37,0.6,0.16,12316.1,811.9453398,0.421265562,-4119.447001,8.53335,7.577368613,0.421265562,1.263097477,1.526950078,12316.1,2.15805787,17406.5,16.15023308
244_174_103_174_244,-7,-6.06,-2.98,-2.87,3.08,0.94,0.11,10885,918.6954525,0.141231285,-3812.938885,6.83477,6.914365675,0.058464529,0.074483471,1.3495223,10885,1.816716134,14653.3,16.68397804
52_485_191_485_52,-7.29,-6.99,-3.54,-3.38,3.45,0.3,0.16,8627.6,1159.070889,0.270829452,-3968.652174,14.01827,7.448078033,0.094480888,0.094480888,1.069649848,8627.6,1.069649848,8627.6,14.69569995
52_466_103_466_52,-6.6,-5.81,-2.37,-2.24,3.44,0.79,0.13,14855.9,673.1332333,0.172420846,-4503.298288,7.65522,8.311105229,0.172420846,1.566111821,1.841834482,14855.9,2.160277112,17424.4,17.9690384
55_145_103_145_55,-7.51,-6.04,-2.33,-2.22,3.71,1.47,0.11,13450.6,743.4612582,0.450406697,-4082.580533,6.82631,6.314944288,0.001252536,0.051269082,1.667605388,13450.6,1.840805448,14847.6,18.11372479
90_644_161_644_90,-7.39,-7.09,-3.2,-3.19,3.89,0.3,0.01,15049.3,664.4827334,0.206319498,-4786.934424,6.79826,9.268128273,0.206319498,0.206319498,1.865812214,15049.3,1.865812214,15049.3,17.20190913
62_148_103_148_62,-6.76,-5.38,-2.49,-2.27,2.89,1.38,0.22,9465.6,1056.457066,0.100711612,-4026.776337,6.94875,6.190350286,0.000801062,0.064710643,1.173545088,9465.6,1.613314546,13012.7,17.55920885
90_485_98_485_90,-7.19,-6.91,-3.6,-2.81,3.31,0.28,0.79,6428.9,1555.476053,0.367819242,-4289.130122,14.15008,7.535151582,0.04142065,0.04142065,0.797055022,6428.9,0.797055022,6428.9,14.73050023
90_90_103_90_90,-6.97,-6.04,-2.55,-2.49,3.49,0.93,0.06,13026,767.6953785,0.110005668,-4945.564449,10.8027,7.381556195,0.110005668,0.631488058,1.61496348,13026,2.05149706,16547,17.28474938
237_239_103_239_237,-7.75,-5.81,-3.06,-2.87,2.75,1.94,0.19,7024.7,1423.548337,0.248836087,-6365.411894,4.18674,3.512625116,0.001244464,0.030310495,0.870922306,7024.7,1.660042608,13389.6,16.25478129
16_339_103_339_16,-7.08,-6.11,-3.28,-3.24,2.83,0.97,0.04,9710.2,1029.844905,0.302723101,-3742.143712,11.15698,6.096097819,0.302723101,0.302723101,1.203870596,9710.2,1.203870596,9710.2,15.6848732
90_780_103_780_90,-6.66,-5.84,-2.07,-2,3.77,0.82,0.07,15408.6,648.9882274,0.248002867,-3859.452575,2.80109,6.62010393,0.059695494,0.34028292,1.910358228,15408.6,2.407617212,19419.4,15.76817961
62_601_103_601_62,-7.42,-6.15,-2.77,-2.68,3.38,1.27,0.09,12083.2,827.595339,0.108693071,-4554.374051,6.83687,6.25866425,0.108693071,0.158048358,1.498075136,12083.2,1.88654167,15216.5,17.18522717
130_174_103_174_130,-6.37,-5.8,-2.5,-2.37,3.3,0.57,0.13,12184.4,820.7215784,0.131180975,-3877.041848,10.02357,6.349877123,0.131180975,0.131180975,1.510621912,12184.4,1.510621912,12184.4,14.3323273
256_485_103_485_256,-7.25,-6.04,-3.52,-3.45,2.52,1.21,0.07,7007,1427.144284,0.145339403,-4752.063108,8.614,7.801297587,0.145339403,0.145339403,0.86872786,7007,0.86872786,7007,19.05413328
55_259_103_259_55,-7.21,-6.33,-3.02,-2.78,3.31,0.88,0.24,13219.9,756.4353739,0.268284024,-4643.360563,12.09202,8.519945898,0.268284024,1.52073578,1.639003202,13219.9,2.164951158,17462.1,18.639562
201_174_103_174_201,-6.87,-6.06,-2.91,-2.61,3.15,0.81,0.3,11070.3,903.3178866,0.108826262,-3586.544916,5.62341,6.249038073,0.050724755,0.108826262,1.372495794,11070.3,1.809661672,14596.4,15.21467193
90_401_103_401_90,-7.5,-6.07,-2.71,-2.55,3.36,1.43,0.16,13358.1,748.6094579,0.137498455,-4259.650696,8.7473,6.48500621,0.137498455,0.210493903,1.656137238,13358.1,2.020402876,16296.2,18.17770005
55_95_59_95_55,-7.18,-5.99,-2.69,-2.41,3.3,1.19,0.28,13059.3,765.7378267,1.737678696,-4649.442668,4.1211,7.089338664,1.737678696,1.737678696,1.619092014,13059.3,1.619092014,13059.3,17.98866584
76_174_48_174_76,-8.22,-7.35,-3.7,-3.16,3.65,0.87,0.54,14216.6,703.403064,0.128171805,-5237.072705,3.3217,7.284042553,0.128171805,0.651997921,1.762574068,14216.6,2.31464461,18669.5,16.8951731
207_174_103_174_207,-5.83,-5.74,-3.8,-3.06,1.94,0.09,0.74,3746.1,2669.442887,0.186349521,-3011.90651,11.35182,6.795877348,0.034997686,0.034997686,0.464441478,3746.1,0.464441478,3746.1,12.90406961
7_174_59_174_7,-7.64,-6.62,-3.54,-2.97,3.08,1.02,0.57,11293.4,885.4729311,0.710219878,-2345.045153,5.3855,4.940682178,0.710219878,1.195794509,1.400155732,11293.4,1.949486316,15724.2,14.30661586
62_174_5_174_62,-7.75,-7.55,-4.06,-3.75,3.49,0.2,0.31,13166.3,759.5148219,0.229852445,-3978.722169,8.10418,8.727183302,0.229852445,0.46499822,1.632357874,13166.3,1.895827772,15291.4,16.03152791
47_174_59_174_47,-7.35,-6.34,-3.34,-2.78,3,1.01,0.56,10645.2,939.3905234,0.470730977,-2155.155222,7.91916,5.489289924,0.470730977,1.398844299,1.319791896,10645.2,1.871019374,15091.3,15.01949873
76_644_105_644_76,-7.9,-7.55,-3.7,-3.48,3.85,0.35,0.22,13770.6,726.1847705,0.138630133,-5398.649279,7.70921,7.111151066,0.021616964,0.034811876,1.707278988,13770.6,1.747572488,14095.6,14.44450152
0_633_152_633_0,-8.16,-6.74,-3.39,-3.15,3.35,1.42,0.24,14091.2,709.6627683,0.414146447,-4981.500876,7.5467,6.76154903,0.00050661,0.062916809,1.747026976,14091.2,2.122872346,17122.7,18.51594952
62_633_227_633_62,-7.46,-7.05,-3.01,-2.8,4.04,0.41,0.21,17027.5,587.2852738,0.644307878,-4824.241345,4.24243,6.102644051,0.045069469,0.097604275,2.11106945,17027.5,2.414808052,19477.4,13.31108736
203_149_103_149_203,-7.49,-5.92,-1.74,-1.7,4.18,1.57,0.04,15146.3,660.2272502,0.115265738,-4155.204604,3.97665,2.620411991,0.051125489,0.051125489,1.877838274,15146.3,1.877838274,15146.3,13.45185381
55_232_103_232_55,-6.81,-6.02,-2.79,-2.72,3.23,0.79,0.07,11746.8,851.295672,0.369424175,-4681.506721,12.01691,7.353074103,0.369424175,0.822156237,1.456368264,11746.8,1.92547139,15530.5,16.64982954
90_174_149_174_90,-7.67,-7.25,-3.54,-3.08,3.71,0.42,0.46,14822.5,674.6500253,0.101298022,-3664.726588,3.18897,7.98035892,0.101298022,0.762444402,1.83769355,14822.5,2.35475214,18993,15.93925074
90_149_44_149_90,-7.32,-6.67,-2.51,-2.08,4.16,0.65,0.43,19490.8,513.0625731,0.523647291,-5651.117524,14.2177,5.529484695,0.023305443,0.065916788,2.416469384,19490.8,3.075708238,24808.1,13.54304693
76_7_103_7_76,-7.14,-6.27,-2.72,-2.63,3.55,0.87,0.09,13186,758.3801001,0.155543644,-6335.614434,6.99995,6.684104616,0.093692814,0.940789326,1.63480028,13186,2.208728496,17815.2,16.06905856
90_699_59_699_90,-8.01,-6.75,-3.13,-2.8,3.62,1.26,0.33,14217.5,703.358537,0.850350629,-3403.547158,13.97622,6.339547266,0.850350629,0.850350629,1.76268565,14217.5,1.76268565,14217.5,17.25405309
76_485_169_485_76,-7.85,-6.68,-4.01,-3.74,2.67,1.17,0.27,6284.4,1591.241805,0.307325331,-5027.045079,7.33216,8.19850291,0.307325331,0.307325331,0.779139912,6284.4,0.779139912,6284.4,19.43088501
62_174_232_174_62,-7.75,-7.25,-3.82,-3.4,3.43,0.5,0.42,11664.1,857.3314701,0.893850422,-3551.034928,5.41317,8.425598965,0.031510262,0.893850422,1.446115118,11664.1,2.014067498,16245.1,16.89274628
292_149_103_149_292,-6.71,-5.65,-1.45,-1.37,4.2,1.06,0.08,15821.8,632.0393381,0.159113924,-3748.916649,4.39698,4.742190766,0.058419744,0.159113924,1.961586764,15821.8,3.131573626,25258.7,14.20349319
76_485_59_485_76,-7.4,-6.65,-4.22,-3.52,2.43,0.75,0.7,5223.5,1914.425194,0.276595697,-4911.012627,4.48182,8.070177794,0.276595697,0.276595697,0.64760953,5223.5,0.64760953,5223.5,17.46708132
125_633_103_633_125,-6.89,-5.66,-2.9,-2.37,2.76,1.23,0.53,8928.6,1119.996416,0.164556639,-4744.016343,3.82516,4.299052068,0.000566251,0.037709538,1.106967828,8928.6,1.702580146,13732.7,14.3166412
52_644_62_644_52,-7.97,-7.51,-3.46,-3.39,4.05,0.46,0.07,14500,689.6551724,0.230716527,-4657.607877,8.90009,7.91591426,0.00352941,0.040175345,1.79771,14500,1.951643568,15741.6,16.02071044
52_644_113_644_52,-7.95,-7.23,-3.56,-3.36,3.67,0.72,0.2,9756.1,1024.999744,0.160056036,-4523.996184,9.0968,6.458102497,0.016613603,0.160056036,1.209561278,9756.1,1.963235698,15835.1,15.11960364
81_485_103_485_81,-7.49,-6.2,-3.77,-3.67,2.43,1.29,0.1,5228.2,1912.704181,0.253878302,-3984.6363,7.94807,7.508858296,0.007736214,0.062209347,0.648192236,5228.2,0.724873866,5846.7,18.99184438
18_644_144_644_18,-7.4,-7.01,-3.56,-3.14,3.45,0.39,0.42,10370.1,964.3108552,0.15117946,-4094.406197,5.04269,7.837972996,0.051567081,0.15117946,1.285684998,10370.1,1.474208986,11890.7,15.61553532
54_174_103_174_54,-7.23,-5.88,-3.23,-3.04,2.65,1.35,0.19,8594.4,1163.548357,0.165468135,-3083.798066,1.62128,6.818077303,0.04479105,0.076120097,1.065533712,8594.4,1.230662674,9926.3,18.29593895
90_298_103_298_90,-6.75,-6.05,-2.89,-2.74,3.16,0.7,0.15,11641.8,858.9736982,0.385537224,-5706.883363,7.50398,10.02322405,0.385537224,0.385537224,1.443350364,11641.8,1.443350364,11641.8,19.94367601
255_485_103_485_255,-6.26,-5.84,-3.23,-3.21,2.61,0.42,0.02,6813.1,1467.760638,0.207581074,-3319.121514,8.12899,8.774905411,0.207581074,0.207581074,0.844688138,6813.1,0.844688138,6813.1,17.03334125
90_600_103_600_90,-6.31,-5.24,-2.22,-1.73,3.02,1.07,0.49,11626.9,860.0744825,0.103106923,-4385.101448,11.78993,7.328792364,0.002799343,0.04609944,1.441503062,11626.9,1.499860448,12097.6,17.80779359
143_174_103_174_143,-6.54,-6.05,-2.95,-2.81,3.1,0.49,0.14,11619.4,860.6296366,0.209801737,-3978.293082,8.27019,6.992636292,0.209801737,0.21975239,1.440573212,11619.4,1.675254954,13512.3,14.87700668
90_644_53_644_90,-7.85,-7.39,-3.36,-3.17,4.03,0.46,0.19,15985.6,625.5630067,0.308640711,-4322.063786,1.36301,8.524622389,0.308640711,0.308640711,1.981894688,15985.6,1.981894688,15985.6,16.85890153
62_438_103_438_62,-7.12,-5.89,-3.03,-2.63,2.86,1.23,0.4,11134,898.1498114,0.191556254,-5053.582327,12.53646,7.389351572,0.191556254,0.581887792,1.38039332,11134,2.003529198,16160.1,18.57198362
90_174_69_174_90,-7.34,-7.07,-3.53,-3.03,3.54,0.27,0.5,11097.2,901.1282125,0.392322888,-3812.136771,12.4992,8.321776502,0.054930344,0.392322888,1.375830856,11097.2,2.286451558,18442.1,15.77113275
62_264_103_264_62,-7.16,-6.36,-3.22,-3.11,3.14,0.8,0.11,11135.2,898.0530211,0.372021976,-4930.531186,11.51151,8.300626613,0.372021976,0.440991098,1.380542096,11135.2,1.713973908,13824.6,17.99715935
55_644_168_644_55,-7.71,-7.36,-3.32,-2.98,4.04,0.35,0.34,12041,830.495806,0.228409403,-3978.914498,5.81706,7.540619015,0.004001124,0.05391277,1.49284318,12041,1.91294941,15429.5,15.03587889
273_644_103_644_273,-6.27,-5.85,-2.84,-2.65,3.01,0.42,0.19,10925.9,915.2564091,0.235246467,-4380.285466,5.32976,6.159061993,0.235246467,0.235246467,1.354593082,10925.9,1.354593082,10925.9,13.43132487
52_170_103_170_52,-7,-5.87,-2.98,-2.79,2.89,1.13,0.19,9397.2,1064.146767,0.269906534,-5276.98252,12.45071,6.715799925,0.269906534,0.624499581,1.165064856,9397.2,1.915639776,15451.2,17.219003
16_131_103_131_16,-6.77,-5.84,-3.18,-3.03,2.66,0.93,0.15,10430.9,958.6900459,0.384578715,-4817.822165,13.08059,6.507091558,0.384578715,0.384578715,1.293222982,10430.9,1.293222982,10430.9,16.08061158
55_174_156_174_55,-7.79,-7.37,-3.57,-3.27,3.8,0.42,0.3,14360.8,696.3400368,0.36181042,-3899.609866,3.99556,7.617936047,0.049613262,0.36181042,1.780451984,14360.8,2.20665803,17798.5,15.44019444
52_472_103_472_52,-7.26,-5.58,-2.35,-2.18,3.23,1.68,0.17,14886.8,671.7360346,0.104687373,-4196.370489,3.23949,5.576912782,0.054114342,0.054114342,1.845665464,14886.8,1.845665464,14886.8,17.9910054
90_821_103_821_90,-6.89,-5.99,-2.49,-2.34,3.5,0.9,0.15,13884.6,720.2224047,0.238981031,-3236.059098,11.45549,7.610008674,0.238981031,0.884107894,1.721412708,13884.6,2.138084692,17245.4,17.47167845
18_485_3_485_18,-7.8,-7.58,-3.75,-3.55,3.83,0.22,0.2,13012.7,768.4800234,0.170770093,-3757.647657,7.86894,7.112133916,0.170770093,0.170770093,1.613314546,13012.7,1.613314546,13012.7,13.8927049
110_174_103_174_110,-6,-5.92,-2.78,-2.6,3.14,0.08,0.18,11910.5,839.5953151,0.217086013,-4908.219161,10.78724,8.251216337,0.217086013,0.217086013,1.47666379,11910.5,1.47666379,11910.5,14.8655214
16_174_99_174_16,-7.67,-7.33,-3.96,-3.57,3.37,0.34,0.39,13971,715.7683774,0.123531762,-4146.449751,10.33578,7.50596366,0.061207335,0.411940117,1.73212458,13971,2.15929767,17416.5,14.94560846
18_373_103_373_18,-7.7,-5.76,-2.46,-2.06,3.3,1.94,0.4,14261.9,701.1688485,0.119355247,-4260.975205,8.74771,4.62584244,0.01630567,0.04689455,1.768190362,14261.9,1.904754332,15363.4,17.78768154
90_174_186_174_90,-7.46,-6.61,-3.53,-3.11,3.08,0.85,0.42,11434.2,874.5692746,0.203387602,-4179.121506,6.46939,8.828318607,0.203387602,1.638562382,1.417612116,11434.2,1.834060936,14793.2,18.93654122
62_633_140_633_62,-8.11,-7.15,-3.13,-2.88,4.02,0.96,0.25,16817,594.6363799,0.201422322,-4869.490782,8.9386,5.78426195,0.014053569,0.201422322,2.08497166,16817,2.414659276,19476.2,15.21292521
218_169_103_169_218,-5.68,-5.53,-1.88,-1.3,3.65,0.15,0.58,14327.9,697.9389862,0.170512728,-4716.95432,4.08775,6.481119963,0.170512728,0.611933949,1.776373042,14327.9,2.20907564,17818,12.72594869
149_633_103_633_149,-6.92,-6.01,-2.81,-2.69,3.2,0.91,0.12,12505.1,799.6737331,0.195482766,-5313.540651,4.47411,4.724708293,0.002337673,0.044621907,1.550382298,12505.1,1.745068092,14075.4,13.54116982
90_149_143_149_90,-7.53,-6.75,-2.63,-1.99,4.12,0.78,0.64,20131.5,496.7339741,0.240146301,-5649.97708,8.72066,6.958315241,0.034298747,0.240146301,2.49590337,20131.5,3.26228574,26313,16.06369659
90_379_59_379_90,-6.95,-6.11,-3.19,-2.61,2.92,0.84,0.58,10342.5,966.8842156,2.789279494,-4553.003759,12.26541,7.447665014,2.789279494,2.789279494,1.28226315,10342.5,1.28226315,10342.5,16.99283123
229_485_103_485_229,-7.27,-5.9,-3.43,-3.24,2.47,1.37,0.19,6800.3,1470.523359,0.111740502,-2912.021168,6.15206,5.865508467,0.111740502,0.111740502,0.843101194,6800.3,0.843101194,6800.3,17.06935166
90_149_28_149_90,-7.95,-7.55,-2.62,-2.54,4.93,0.4,0.08,21460.3,465.9767105,0.339584753,-5270.842089,4.01733,5.640423923,0.339584753,0.339584753,2.660647994,21460.3,2.660647994,21460.3,12.63206024
90_633_138_633_90,-7.97,-7.6,-2.87,-2.83,4.73,0.37,0.04,18128.6,551.6145759,0.129351287,-5309.11228,8.79902,6.935543984,0.012825895,0.019259592,2.247583828,18128.6,2.922183804,23569.8,14.28779057
62_149_40_149_62,-8.25,-7.73,-2.92,-2.73,4.81,0.52,0.19,21641.1,462.0837203,0.130946313,-6880.146658,6.76381,5.443968039,0.039930068,0.130946313,2.683063578,21641.1,3.050738666,24606.7,12.87214049
76_633_90_633_76,-8.07,-7.49,-3.16,-2.9,4.33,0.58,0.26,18297.6,546.5197622,0.153607673,-6252.654413,5.99149,4.89922679,0.007724228,0.153607673,2.268536448,18297.6,2.843530892,22935.4,12.37733179
16_633_103_633_16,-7.75,-6.06,-3.47,-3.21,2.59,1.69,0.26,7361.1,1358.492617,0.199673893,-5443.489047,5.3391,6.966698827,0.003782649,0.009941503,0.912629178,7361.1,1.389493452,11207.4,19.94729079
76_474_103_474_76,-6.71,-6.04,-2.65,-2.55,3.39,0.67,0.1,14647.3,682.7196821,0.14087403,-7316.436257,5.92825,8.2182518,0.14087403,1.584221763,1.815972254,14647.3,2.28687309,18445.5,17.33057923
151_485_59_485_151,-6.79,-6,-3.48,-3.22,2.52,0.79,0.26,5130,1949.317739,0.271304837,-2963.172289,4.57793,5.188432618,0.271304837,0.271304837,0.6360174,5130,0.6360174,5130,13.66911822
90_485_109_485_90,-7.55,-6.85,-3.84,-3.48,3.01,0.7,0.36,7595,1316.655695,0.262867142,-4081.625328,4.24982,8.618766825,0.262867142,0.262867142,0.9416281,7595,0.9416281,7595,18.00973842
90_775_103_775_90,-7.62,-6.29,-2.77,-2.63,3.52,1.33,0.14,13458.9,743.0027714,0.16972409,-4749.850906,1.82807,6.923626483,0.082594606,0.566065763,1.668634422,13458.9,2.230127444,17987.8,18.35618017
224_239_103_239_224,-7.2,-5.73,-2.97,-2.53,2.76,1.47,0.44,8657.7,1155.041177,0.220805623,-5480.560856,2.09857,3.295082409,0.000135564,0.050607297,1.073381646,8657.7,1.730686412,13959.4,13.95537498
55_174_164_174_55,-7.91,-6.75,-3.75,-3.22,3,1.16,0.53,10641.7,939.6994841,0.272239161,-4126.251962,6.87652,8.351040213,0.272239161,0.499007765,1.319357966,10641.7,1.673085304,13494.8,19.59837888
90_174_225_174_90,-7.82,-6.79,-3.41,-3.15,3.38,1.03,0.26,12028.6,831.3519445,0.100978685,-3659.944695,7.4301,7.586755757,0.100978685,0.100978685,1.491305828,12028.6,1.491305828,12028.6,17.99280918
55_174_26_174_55,-7.92,-7.29,-3.43,-3.32,3.86,0.63,0.11,14535.9,687.9518984,0.102684225,-3723.256948,7.65532,7.927718194,0.102684225,0.385207057,1.802160882,14535.9,2.093377504,16884.8,16.76031446
90_791_103_791_90,-6.7,-5.89,-2.39,-2.16,3.5,0.81,0.23,11487.3,870.5265815,0.164642244,-4839.556491,10.04587,6.893320365,0.00737697,0.055270282,1.424195454,11487.3,1.836962068,14816.6,16.10184864
55_344_59_344_55,-7.77,-6.54,-3.05,-2.72,3.49,1.23,0.33,12396.4,806.685812,0.895278068,-3120.891086,6.71933,6.396360964,0.895278068,0.895278068,1.536905672,12396.4,1.536905672,12396.4,17.20463555
62_174_129_174_62,-7.74,-7,-3.98,-3.25,3.02,0.74,0.73,10467.8,955.3105715,0.834544937,-3767.238729,14.08454,8.055532757,0.09695539,0.834544937,1.297797844,10467.8,1.967215456,15867.2,17.40436511
62_174_150_174_62,-7.88,-7,-3.92,-3.26,3.08,0.88,0.66,10137.8,986.4073073,0.115384706,-3579.344112,5.59682,7.453347995,0.115384706,1.373690002,1.256884444,10137.8,1.977468602,15949.9,17.17085669
110_485_103_485_110,-6.2,-5.72,-3.56,-3.19,2.16,0.48,0.37,3986.8,2508.277315,0.215230496,-4988.573985,9.85756,8.432452273,0.072847263,0.215230496,0.494283464,3986.8,0.838563526,6763.7,16.81708328
90_644_14_644_90,-7.89,-7.52,-3.54,-3.24,3.98,0.37,0.3,14988.1,667.1959755,0.12211909,-4123.219809,10.38899,7.203779137,0.12211909,0.12211909,1.858224638,14988.1,1.858224638,14988.1,14.65715037
271_174_103_174_271,-6.96,-5.92,-3.07,-2.93,2.85,1.04,0.14,9977.4,1002.265119,0.744844951,-4177.058131,11.17817,6.32437762,0.744844951,0.744844951,1.236998052,9977.4,1.236998052,9977.4,16.29706448
162_174_103_174_162,-7.16,-6.33,-2.99,-2.93,3.34,0.83,0.06,12903.5,774.9835316,0.119674466,-4078.23745,4.13105,6.180716925,0.094458632,0.119674466,1.59977593,12903.5,1.938700056,15637.2,15.20569371
62_383_103_383_62,-6.86,-6.23,-2.97,-2.87,3.26,0.63,0.1,11665.2,857.2506258,0.624529369,-4591.254679,13.9571,7.404677191,0.624529369,0.879602324,1.446251496,11665.2,1.819022162,14671.9,16.04008699
55_644_4_644_55,-8.09,-7.95,-3.33,-3.17,4.62,0.14,0.16,16494.5,606.2626936,0.104676096,-4816.152732,8.74459,7.418010028,0.000125615,0.001665993,2.04498811,16494.5,2.04870751,16524.5,13.97349631
55_174_129_174_55,-7.82,-7.11,-3.74,-3.08,3.37,0.71,0.66,13301.3,751.8062144,0.154722309,-3975.721707,4.01178,7.980314394,0.154722309,0.984117396,1.649095174,13301.3,2.18930083,17658.5,17.17313942
196_174_103_174_196,-6.84,-6.11,-3.08,-2.95,3.03,0.73,0.13,11135.2,898.0530211,0.167366741,-3791.633178,8.34734,7.489286964,0.167366741,0.167366741,1.380542096,11135.2,1.380542096,11135.2,16.58209465
62_174_127_174_62,-7.91,-7.48,-3.99,-3.5,3.49,0.43,0.49,13068.8,765.1811949,0.148380968,-3763.633401,10.47598,7.581881304,0.148380968,0.828919342,1.620269824,13068.8,2.220692566,17911.7,15.43309706
90_644_59_644_90,-7.99,-6.63,-3.56,-3.32,3.07,1.36,0.24,10064.1,993.6308264,0.453429376,-3790.89662,6.02522,7.721474041,0.453429376,0.781446918,1.247747118,10064.1,1.748018816,14099.2,19.58246626
52_352_59_352_52,-7.38,-6.21,-2.78,-2.48,3.43,1.17,0.3,14181.7,705.1340812,3.131300183,-4512.436279,9.97782,7.040320676,3.131300183,3.131300183,1.758247166,14181.7,1.758247166,14181.7,17.83606807
18_174_134_174_18,-7.49,-6.72,-3.58,-3.11,3.14,0.77,0.47,11445.1,873.7363588,0.294093594,-3664.467382,10.76565,7.969743603,0.294093594,0.854759427,1.418963498,11445.1,1.811980098,14615.1,17.41388344
90_859_103_859_90,-7,-5.99,-2.62,-2.54,3.37,1.01,0.08,11999.7,833.3541672,0.327722868,-4264.519947,6.79293,6.434932357,0.327722868,0.850584968,1.487722806,11999.7,2.04870751,16524.5,16.32164836
62_174_75_174_62,-7.86,-7.3,-3.82,-3.14,3.48,0.56,0.68,13214.2,756.7616655,0.569826731,-4013.266514,3.29785,7.972298532,0.034512928,0.569826731,1.638296516,13214.2,2.297770932,18533.4,16.52385158
55_174_59_174_55,-7.63,-6.4,-3.57,-3.07,2.83,1.23,0.5,9629.3,1038.497087,0.194107486,-3497.941741,10.66162,8.387842358,0.194107486,0.805303833,1.193840614,9629.3,1.638879222,13218.9,19.94690543
0_633_232_633_0,-8.39,-7.28,-3.32,-3.2,3.96,1.11,0.12,17150.9,583.0597811,0.259076082,-4835.681637,12.31184,6.584145931,0.259076082,0.482363398,2.126368582,17150.9,2.3686379,19105,16.95261545
0_169_227_169_0,-6.67,-6.55,-3.07,-2.82,3.48,0.12,0.25,13188.9,758.2133461,0.564194217,-4985.09895,27.35428,8.830590684,0.564194217,1.10733138,1.635159822,13188.9,1.771103892,14285.4,15.83351987
76_633_87_633_76,-8.06,-6.97,-2.88,-2.8,4.09,1.09,0.08,17616.3,567.6560912,0.157513304,-6009.169702,8.28822,6.473322434,0.001145874,0.157513304,2.184068874,17616.3,2.418763014,19509.3,16.71491149
76_137_103_137_76,-6.59,-5.96,-2.68,-2.57,3.28,0.63,0.11,14623.6,683.826144,0.307634737,-7471.044385,11.68997,8.927069479,0.307634737,1.713851241,1.813033928,14623.6,2.138977348,17252.6,18.13642117
126_149_59_149_126,-6.59,-6.07,-1.2,-0.83,4.87,0.52,0.37,22919.7,436.3058853,1.012633429,-4240.26442,7.54127,3.541246189,1.012633429,1.012633429,2.841584406,22919.7,2.841584406,22919.7,10.2520925
76_135_118_135_76,-7.58,-6.75,-2.6,-2.46,4.15,0.83,0.14,20470.7,488.50308,1.86693802,-5312.581298,6.66379,6.329253555,1.86693802,1.86693802,2.537957386,20470.7,2.537957386,20470.7,15.41022865
