gen,filename,deltaHOMO,summedoscs,PCE,
24,41_45_45_41_41_02200,1.06,5.209903,14.847533,1
106,45_31_31_63_5_10023,0.51,6.908407,14.846124,1
16,4_45_44_31_4_02130,0.26,7.680291,14.845258,1
50,33_44_45_63_33_13021,0.61,6.591041,14.83461,1
16,4_65_30_4_51_02103,0.07,8.258759,14.833357,1
29,51_33_33_33_51_10001,0.95,5.530104,14.8204,1
75,5_50_50_50_5_10001,0.68,6.358865,14.812754,1
46,40_4_45_4_40_10201,0.33,7.429776,14.798148,1
20,29_4_45_4_29_10201,0.31,7.488068,14.793316,1
29,1_4_45_4_1_10201,0.31,7.483621,14.787192,1
112,38_47_44_47_38_10201,0.67,6.368026,14.782818,1
34,4_48_48_13_4_01130,0.16,7.935232,14.770811,1
29,62_48_4_45_62_13021,0.38,7.253996,14.768848,1
34,65_4_45_4_65_10201,0.28,7.559297,14.763748,1
109,38_30_30_30_38_13331,0.7,6.255362,14.75533,1
80,45_44_37_44_13_02124,0.59,6.594509,14.754286,1
109,45_42_42_45_30_01103,0.3,7.488957,14.75199,1
18,23_29_29_29_23_10001,0.37,7.269946,14.748262,1
75,51_47_44_47_51_10201,0.66,6.373565,14.747896,2
101,51_47_44_47_51_10201,0.66,6.373565,14.747896,2
5,2_2_33_39_44_11350,1.38,4.147927,14.746792,1
30,4_74_4_74_4_02020,0.12,8.039389,14.744035,1
30,63_48_4_45_63_13021,0.32,7.413437,14.7331,1
44,64_45_64_19_19_02011,0.29,7.500406,14.725205,1
34,4_10_4_10_4_01010,0.24,7.654755,14.724994,1
3,49_49_39_65_13_11350,0.93,5.521327,14.723214,3
4,49_49_39_65_13_11350,0.93,5.521327,14.723214,3
5,49_49_39_65_13_11350,0.93,5.521327,14.723214,3
18,38_8_8_8_38_10001,1.03,5.211056,14.72147,1
69,45_10_56_63_56_01323,0.84,5.794069,14.715829,1
6,17_1_1_1_17_10001,0.32,7.397881,14.711678,1
32,39_48_4_45_39_13021,0.6,6.527846,14.705041,1
7,70_44_33_21_78_10324,0.63,6.426765,14.693502,1
110,21_78_44_78_21_10201,1.26,4.474617,14.686044,1
47,4_44_4_45_4_13021,0.67,6.288697,14.673582,1
38,64_45_55_21_45_02132,0.67,6.287051,14.671315,1
16,16_44_4_45_16_13021,0.67,6.283141,14.665932,1
18,12_4_54_33_33_10355,0.5,6.802421,14.65763,1
90,45_73_45_9_63_10132,0.51,6.771474,14.657566,1
83,42_16_16_16_42_13331,0.95,5.409154,14.653852,1
43,63_18_48_60_48_02131,0.68,6.236595,14.644388,1
49,53_48_45_63_53_13021,0.62,6.420411,14.642203,1
4,57_60_60_60_57_10001,0.47,6.882457,14.64019,3
5,57_60_60_60_57_10001,0.47,6.882457,14.64019,3
6,57_60_60_60_57_10001,0.47,6.882457,14.64019,3
39,4_48_19_48_4_01310,0.08,8.08728,14.639782,1
5,2_44_35_44_2_10201,0.18,7.777497,14.63871,1
73,45_9_9_9_45_10001,0.64,6.351694,14.632679,1
40,4_4_45_22_41_00214,0.34,7.273714,14.6258,1
20,30_29_47_9_9_10322,0.41,7.056973,14.625198,1
46,4_4_45_4_4_10201,0.29,7.42617,14.622982,1
40,29_64_45_64_29_10201,0.61,6.434667,14.619283,1
85,60_2_2_2_60_10001,1.17,4.691121,14.60122,1
20,4_16_45_16_4_01210,0.37,7.14262,14.572934,1
23,30_12_24_4_58_13507,0.49,6.767557,14.567072,1
23,69_45_69_45_69_02020,0.51,6.703257,14.563631,1
42,56_4_4_4_56_10001,0.28,7.412585,14.561726,1
25,65_9_4_65_45_13012,0.56,6.542742,14.555352,1
73,45_77_21_57_45_02410,0.52,6.658822,14.544994,1
19,30_47_29_26_47_13053,0.63,6.316074,14.541081,1
69,45_7_7_7_45_02220,0.78,5.851532,14.539657,1
30,23_45_23_45_23_02020,0.68,6.151584,14.527327,1
10,35_44_45_49_57_13579,1.25,4.372985,14.503547,1
4,49_33_33_62_13_13350,1.01,5.100418,14.484022,2
5,49_33_33_62_13_13350,1.01,5.100418,14.484022,2
110,45_63_26_63_26_02121,0.46,6.793304,14.474877,1
33,4_48_36_48_4_01310,0.23,7.5007,14.47031,1
64,45_60_45_60_45_01010,0.06,8.021093,14.463541,1
51,63_45_44_41_63_02130,0.55,6.498623,14.45205,1
71,45_37_16_37_45_13531,0.85,5.544398,14.414583,1
46,32_9_9_9_32_10001,0.63,6.221287,14.410558,1
107,18_78_44_78_18_10201,1.06,4.884757,14.399807,1
114,45_63_83_54_43_02413,0.33,7.138061,14.396456,1
22,26_63_45_63_26_10201,0.44,6.792883,14.389196,2
23,26_63_45_63_26_10201,0.44,6.792883,14.389196,2
35,38_1_57_1_38_13531,0.77,5.771039,14.386267,1
5,49_13_39_21_78_10324,0.65,6.141175,14.385344,1
70,51_51_51_51_51_11111,0.74,5.859372,14.380251,1
11,57_39_45_49_22_13579,0.98,5.110608,14.370404,1
13,57_63_78_45_6_10234,0.52,6.53054,14.368351,1
102,45_65_28_30_30_02133,0.44,6.7741,14.363332,1
45,51_48_34_34_4_13550,0.39,6.925259,14.358728,1
31,8_44_4_45_8_13021,0.7,5.964994,14.355494,1
48,4_13_4_13_4_01010,0.24,7.381679,14.348969,1
61,11_11_44_11_11_00200,1.29,4.135158,14.346259,1
9,9_60_60_60_9_10001,0.51,6.544444,14.344946,1
27,3_4_45_4_3_10201,0.26,7.301677,14.323906,1
25,51_58_27_58_51_13531,0.44,6.744015,14.321905,1
13,12_44_30_45_12_13021,0.32,7.109677,14.314821,1
18,50_4_22_24_21_10352,0.39,6.890743,14.311199,1
78,60_27_64_27_60_13531,0.85,5.469095,14.310891,1
4,4_9_78_17_27_02461,0.57,6.333089,14.30921,1
8,57_58_82_58_57_10201,0.75,5.77388,14.30508,1
9,57_21_12_21_57_10201,0.32,7.101124,14.303044,1
97,5_40_40_63_45_10023,0.68,5.98486,14.297748,1
21,51_39_39_39_51_10001,1.02,4.93332,14.296479,1
6,49_13_34_82_78_10324,0.49,6.568528,14.293009,1
39,32_64_32_64_0_10103,0.21,7.419252,14.273057,1
24,4_64_10_64_4_01310,0.23,7.350352,14.263281,1
38,35_4_4_4_35_10001,0.27,7.225953,14.262184,1
1,2_33_33_62_44_13350,1.11,4.616954,14.243792,4
2,2_33_33_62_44_13350,1.11,4.616954,14.243792,4
3,2_33_33_62_44_13350,1.11,4.616954,14.243792,4
4,2_33_33_62_44_13350,1.11,4.616954,14.243792,4
9,44_44_44_44_44_01010,0.88,5.323887,14.238589,1
6,50_39_18_21_50_13021,0.44,6.677373,14.23014,1
55,45_45_39_3_3_00133,0.89,5.28479,14.227302,1
70,43_1_43_1_43_13131,0.93,5.160905,14.226913,1
25,80_45_80_45_80_02020,0.46,6.604068,14.214298,1
26,23_4_45_4_23_10201,0.29,7.124915,14.208155,1
11,57_44_44_47_57_13021,0.76,5.672474,14.207993,1
6,40_63_21_63_40_10201,0.55,6.318719,14.204323,1
96,32_7_7_7_45_13330,0.76,5.669346,14.203687,1
9,52_63_63_63_52_10001,0.77,5.635937,14.200232,1
5,27_4_9_4_27_10201,0.41,6.73934,14.187817,1
77,5_5_42_5_5_11311,0.45,6.61481,14.18654,1
83,5_33_33_33_5_10001,1,4.906947,14.175063,1
27,4_66_45_66_4_01210,0.18,7.433601,14.165165,1
3,57_39_57_39_57_13131,0.95,5.046519,14.154503,3
4,57_39_57_39_57_13131,0.95,5.046519,14.154503,3
10,57_39_57_39_57_13131,0.95,5.046519,14.154503,3
18,30_44_60_40_30_13021,0.63,6.027905,14.144272,1
20,51_22_22_22_51_10001,0.17,7.421072,14.105363,1
1,35_37_82_34_5_10235,0.52,6.33663,14.101336,4
2,35_37_82_34_5_10235,0.52,6.33663,14.101336,4
3,35_37_82_34_5_10235,0.52,6.33663,14.101336,4
4,35_37_82_34_5_10235,0.52,6.33663,14.101336,4
1,58_24_44_17_58_13024,1.06,4.662756,14.094112,4
2,58_24_44_17_58_13024,1.06,4.662756,14.094112,4
3,58_24_44_17_58_13024,1.06,4.662756,14.094112,4
4,58_24_44_17_58_13024,1.06,4.662756,14.094112,4
12,63_45_66_45_63_02420,0.09,7.656623,14.089317,1
65,51_21_58_10_10_13577,1.06,4.657748,14.087216,1
65,51_51_52_51_51_11311,0.46,6.507744,14.08166,1
59,32_62_6_62_32_13531,0.01,7.893658,14.075314,1
13,53_63_45_63_53_10201,0.48,6.438197,14.070994,1
58,38_25_25_25_38_10001,0.84,5.325613,14.070766,1
12,11_44_39_45_57_13579,0.85,5.287,14.060145,1
99,51_56_38_45_71_13502,0.77,5.533584,14.059292,1
109,45_63_12_25_63_02132,0.08,7.635223,14.017299,1
42,51_7_7_7_51_10001,0.63,5.934494,14.015644,1
9,12_4_9_19_62_10235,0.47,6.421061,14.004847,1
7,18_39_63_26_18_13021,1.22,4.101937,14.002664,1
100,45_45_35_35_45_10331,0.64,5.889541,13.996295,1
73,32_65_65_65_32_10001,0.32,6.874899,13.991532,1
87,5_35_35_35_5_10001,0.26,7.0584,13.988914,1
4,50_50_33_62_18_11350,0.61,5.976578,13.988494,1
111,42_0_0_0_42_10001,0.9,5.070334,13.974547,1
47,45_21_27_21_45_02120,0.23,7.140524,13.974348,1
69,51_55_55_55_51_13331,0.81,5.343364,13.967559,1
106,45_79_79_63_5_10023,0.34,6.782649,13.949604,1
106,38_38_55_38_38_11311,0.71,5.635751,13.944675,1
23,4_27_45_27_45_01212,0.1,7.519562,13.943133,1
17,4_44_45_30_44_01235,0.56,6.091313,13.933735,1
90,45_45_19_45_45_11311,0.03,7.725344,13.928645,1
96,45_59_13_55_45_13570,0.59,5.991218,13.923554,1
113,38_78_46_14_16_10357,0.66,5.767831,13.913799,1
5,49_39_39_65_13_13350,1,4.717168,13.913737,1
23,63_56_16_56_32_01213,0.78,5.390449,13.904745,1
5,2_44_33_21_78_10324,0.46,6.373455,13.896744,1
71,38_35_35_35_38_10001,0.35,6.710518,13.89283,1
35,52_48_4_45_52_13021,0.63,5.838795,13.883868,1
97,45_2_32_2_32_01313,0.78,5.373062,13.880803,1
44,20_44_45_63_20_13021,0.65,5.773338,13.878833,1
3,43_22_59_70_59_01323,0.73,5.482048,13.818126,2
4,43_22_59_70_59_01323,0.73,5.482048,13.818126,2
10,57_57_39_57_57_11311,0.73,5.479594,13.814748,1
46,6_44_4_45_6_13021,0.68,5.629454,13.808355,1
97,45_60_60_60_45_01110,0.29,6.823259,13.792774,1
24,4_44_45_12_63_01234,0.03,7.615514,13.777409,1
22,4_20_5_65_13_01352,0.52,6.098355,13.773231,1
5,49_39_39_65_0_13350,1.17,4.079261,13.758689,1
42,4_32_52_52_32_02441,0.59,5.868107,13.75403,1
28,4_71_4_71_4_02020,0.13,7.287118,13.750707,1
68,45_1_45_39_39_01033,0.77,5.308432,13.749257,1
74,45_19_19_13_45_13350,0.38,6.509263,13.743351,1
11,44_80_44_80_44_02120,0.56,5.945649,13.733155,1
103,45_24_24_24_45_01110,0.45,6.283232,13.729956,1
1,57_57_39_65_60_11350,0.78,5.257765,13.722039,4
2,57_57_39_65_60_11350,0.78,5.257765,13.722039,4
3,57_57_39_65_60_11350,0.78,5.257765,13.722039,4
4,57_57_39_65_60_11350,0.78,5.257765,13.722039,4
6,27_62_0_62_27_13531,0.88,4.944768,13.716541,1
36,63_27_63_27_32_01013,0.42,6.360645,13.708904,1
1,14_22_59_22_59_01313,0.81,5.15287,13.705248,3
2,14_22_59_22_59_01313,0.81,5.15287,13.705248,3
3,14_22_59_22_59_01313,0.81,5.15287,13.705248,3
5,49_13_35_13_49_10201,0.31,6.685744,13.688516,1
42,32_59_59_59_32_10001,0.63,5.686345,13.673944,1
94,45_44_66_61_44_02132,0.31,6.669283,13.665849,1
27,32_42_24_24_64_13550,0.54,5.946441,13.649146,1
1,47_69_69_69_49_10003,0.79,5.164412,13.636041,3
2,47_69_69_69_49_10003,0.79,5.164412,13.636041,3
3,47_69_69_69_49_10003,0.79,5.164412,13.636041,3
78,45_7_7_44_39_01124,0.89,4.851451,13.630595,1
92,45_37_45_19_66_13057,0.31,6.629056,13.610457,1
7,2_33_57_39_57_13579,0.85,4.946968,13.591922,1
95,42_66_53_2_45_13570,0.49,6.049102,13.577759,1
8,57_39_13_79_57_13021,0.59,5.739145,13.576449,1
34,35_35_45_35_35_00200,0.2,6.941958,13.573273,1
7,49_39_13_21_49_13021,0.57,5.788308,13.559046,1
27,4_56_21_21_45_01332,0.69,5.405107,13.54198,1
29,51_40_40_40_51_13331,0.75,5.218211,13.539923,1
45,52_4_45_4_52_10201,0.3,6.599034,13.526567,1
114,5_5_5_5_5_11111,0.52,5.914651,13.520271,1
56,42_42_44_42_42_00200,0.78,5.093279,13.495542,1
17,53_4_64_4_53_10201,0.14,7.06795,13.491463,1
15,4_26_4_26_4_01010,0.08,7.248921,13.485361,1
2,64_23_64_23_64_13131,0.74,5.192718,13.462269,2
3,64_23_64_23_64_13131,0.74,5.192718,13.462269,2
91,45_44_15_44_45_02420,0.04,7.353722,13.459471,1
2,43_22_59_22_59_01313,0.85,4.823032,13.421261,2
3,43_22_59_22_59_01313,0.85,4.823032,13.421261,2
66,43_43_43_43_43_11111,0.42,6.14611,13.41349,1
1,47_23_47_23_47_13131,0.9,4.645103,13.389003,3
2,47_23_47_23_47_13131,0.9,4.645103,13.389003,3
3,47_23_47_23_47_13131,0.9,4.645103,13.389003,3
82,45_39_57_39_45_01310,0.58,5.60334,13.346896,1
113,45_1_1_1_45_13331,0.7,5.231647,13.345675,1
114,38_67_44_67_38_10201,0.37,6.248726,13.342043,1
93,45_24_39_24_45_01310,0.41,6.121644,13.337251,1
4,9_9_45_49_13_11350,0.6,5.523432,13.321963,1
8,56_34_60_21_56_13021,0.95,4.431078,13.307041,1
84,45_34_34_34_45_01110,0.24,6.618142,13.297579,1
22,4_24_24_24_4_01110,0.23,6.640518,13.28584,1
77,43_9_9_9_43_10001,0.7,5.182864,13.278501,1
73,45_64_7_21_21_01355,0.85,4.712435,13.268969,1
9,63_26_20_24_20_02131,1.13,3.845347,13.266389,1
53,51_13_22_13_51_13531,0.48,5.833323,13.238083,1
4,49_13_82_66_65_10235,0.59,5.488569,13.231405,1
48,4_45_48_58_58_02144,0.32,6.302636,13.203526,1
99,45_44_41_44_45_01310,0.25,6.51726,13.201214,1
47,45_10_34_74_55_01324,0.61,5.390309,13.181202,1
52,51_51_25_51_51_11311,0.49,5.755742,13.173804,1
44,45_39_8_39_45_01210,0.63,5.297999,13.139191,1
23,4_33_33_33_4_02220,0.51,5.665809,13.135066,1
8,63_39_39_28_57_01123,0.73,4.98144,13.128789,1
65,38_77_77_77_38_10001,0.29,6.3039,13.077617,1
72,45_53_61_1_53_01351,0.78,4.772912,13.054397,1
75,45_72_49_47_49_02414,0.68,5.080256,13.052108,1
26,1_4_45_1_18_10213,0.47,5.690793,12.999268,1
1,56_33_69_40_64_01234,0.91,4.318329,12.981586,3
2,56_33_69_40_64_01234,0.91,4.318329,12.981586,3
3,56_33_69_40_64_01234,0.91,4.318329,12.981586,3
5,57_11_49_25_15_13579,0.57,5.35851,12.967215,1
58,45_0_53_6_6_02133,0.9,4.334693,12.961568,1
56,45_56_56_56_45_01110,0.59,5.285124,12.951263,1
107,51_52_52_52_51_10001,0.43,5.777598,12.948598,1
110,45_47_2_47_45_02420,0.55,5.401447,12.94124,1
3,13_33_69_40_64_01234,0.82,4.564883,12.93814,1
3,43_22_69_59_64_01234,0.89,4.325254,12.906022,1
2,57_60_82_4_65_10235,0.74,4.780634,12.89483,1
21,32_40_32_40_32_13131,0.51,5.455752,12.845817,1
49,6_44_45_4_6_13021,0.42,5.731272,12.842258,1
27,4_2_25_2_4_02420,0.54,5.355992,12.836098,1
51,38_45_38_15_3_10132,0.34,5.961978,12.81954,1
80,51_51_3_51_51_11311,0.37,5.862306,12.809942,1
10,9_60_78_60_9_10201,0.09,6.722386,12.802872,2
11,9_60_78_60_9_10201,0.09,6.722386,12.802872,2
10,57_39_39_39_57_13331,0.81,4.492856,12.79641,1
2,43_33_69_40_64_01234,0.92,4.149035,12.791017,1
6,39_0_30_39_50_01203,0.79,4.529599,12.761904,1
5,30_37_60_30_21_13012,0.6,5.101092,12.740401,1
109,29_73_73_73_29_10001,0.27,6.103554,12.71664,1
98,45_32_32_25_30_01135,0.42,5.637863,12.713634,1
10,34_34_55_34_34_00100,0.49,5.415627,12.705465,1
115,45_33_33_33_45_01110,0.59,5.09044,12.683183,1
1,28_43_43_43_28_10001,0.68,4.807498,12.676522,2
2,28_43_43_43_28_10001,0.68,4.807498,12.676522,2
14,4_25_11_25_12_02123,0.63,4.959024,12.672423,1
29,63_51_51_51_63_01110,0.61,5.011627,12.659758,1
36,3_3_45_3_3_00200,0.48,5.407939,12.652328,1
39,32_76_76_76_32_10001,0.31,5.915314,12.627634,1
2,69_69_45_12_47_00241,0.47,5.416343,12.621351,1
2,35_37_37_37_35_10001,0.29,5.959905,12.603936,1
48,38_6_6_6_38_13331,0.06,6.670123,12.603256,1
21,32_77_77_77_32_10001,0.27,6.019846,12.601375,1
76,60_60_60_60_60_11111,0.02,6.783267,12.588856,1
72,45_49_28_58_14_01324,0.48,5.358632,12.584433,1
26,4_66_66_66_4_02220,0.02,6.772874,12.574544,1
3,33_40_56_69_31_13024,1.01,3.68393,12.533518,1
35,32_32_45_32_32_00200,0.65,4.789894,12.52463,1
1,1_59_63_21_1_13021,0.48,5.313821,12.522728,2
2,1_59_63_21_1_13021,0.48,5.313821,12.522728,2
41,64_80_64_80_64_02020,0.28,5.930551,12.520965,1
37,32_15_15_15_32_10001,0.45,5.404556,12.52002,1
78,32_10_32_10_32_13131,0.38,5.612024,12.507854,1
36,13_13_45_13_13_00200,0.37,5.635093,12.497069,1
18,62_60_21_60_62_10201,0.56,5.0464,12.494889,1
3,17_1_35_1_61_10203,0.2,6.132151,12.458169,1
1,81_81_45_12_47_00241,0.9,3.908486,12.374682,2
2,81_81_45_12_47_00241,0.9,3.908486,12.374682,2
101,42_56_42_56_42_13131,0.41,5.390383,12.330304,1
5,27_27_62_33_4_11350,0.45,5.263375,12.325614,1
59,32_19_32_19_32_13131,0.14,6.212142,12.313015,1
95,45_24_8_24_8_01313,0.74,4.33716,12.284165,1
31,7_7_45_7_7_00200,0.65,4.598016,12.260414,1
62,38_64_11_38_20_13517,0.65,4.565291,12.215352,1
3,69_22_25_22_25_01313,0.78,4.16331,12.214975,1
1,22_32_51_32_22_13031,1.2,2.839714,12.179482,1
40,26_64_64_64_26_10001,0.32,5.553742,12.172299,1
49,45_9_27_9_45_01310,0.29,5.643202,12.167835,1
5,35_18_18_18_35_10001,0.49,5.024539,12.166937,1
14,5_28_28_5_5_02200,0.39,5.326522,12.157267,1
85,45_10_43_42_10_01351,0.67,4.455904,12.149826,1
36,4_18_18_18_4_01110,0.62,4.610307,12.14969,1
79,38_38_22_38_38_11311,0.33,5.497709,12.137692,1
52,38_60_38_60_38_13131,0.07,6.296688,12.131586,1
19,29_11_11_11_29_02220,0.36,5.393558,12.121926,1
89,45_21_12_21_45_01310,0.17,5.978373,12.118766,1
66,51_51_55_51_51_11311,0.43,5.172781,12.115766,1
4,35_34_37_82_58_13024,0.55,4.798067,12.110385,1
6,9_76_64_76_9_10201,0.16,5.945863,12.03145,1
3,27_27_62_39_4_11350,0.39,5.183435,11.960236,1
56,42_42_10_28_9_11357,0.51,4.804751,11.949388,1
27,4_63_6_63_4_01310,0.21,5.702585,11.909207,1
32,4_13_63_13_45_01312,0.14,5.899955,11.883134,1
14,63_75_25_25_75_02112,0.68,4.231218,11.882983,1
23,38_21_21_38_38_02200,0.29,5.423681,11.865556,1
32,4_30_14_30_4_01310,0.15,5.846945,11.85269,1
14,24_24_24_24_24_00000,0.67,4.220462,11.825623,1
55,51_51_21_51_51_11311,0.23,5.568853,11.810157,1
48,62_62_63_62_62_00200,1.07,2.966532,11.800961,1
90,42_41_42_41_42_13131,0.15,5.775362,11.75412,1
31,4_26_64_12_8_01357,0.46,4.815012,11.750768,1
80,45_32_32_32_45_13331,0.23,5.515431,11.736595,1
60,42_42_6_42_42_11311,0.06,6.031904,11.724429,1
4,56_59_56_59_56_13131,0.87,3.515917,11.706464,1
24,32_58_58_58_32_10001,0.38,5.027322,11.702719,1
57,41_41_4_41_41_00200,0.89,3.447249,11.697008,1
92,42_42_42_42_42_11111,0.28,5.328006,11.69126,1
16,60_21_22_1_37_02134,0.36,5.067663,11.673168,1
8,13_13_34_82_13_00120,0.36,5.066461,11.671513,1
6,57_57_39_33_60_11350,0.61,4.263849,11.630066,1
2,23_33_44_21_23_13021,0.6,4.246337,11.563403,1
7,22_22_39_33_63_11350,0.78,3.67422,11.541498,1
54,39_39_63_39_39_00200,1,2.931551,11.454943,1
28,63_6_23_6_63_01310,0.08,5.720694,11.380991,1
72,45_40_27_27_45_01330,0.21,5.315957,11.376819,1
23,32_32_32_32_32_11111,0.23,5.24875,11.369376,4
40,32_32_32_32_32_11111,0.23,5.24875,11.369376,4
58,32_32_32_32_32_11111,0.23,5.24875,11.369376,4
79,32_32_32_32_32_11111,0.23,5.24875,11.369376,4
34,27_27_45_27_27_00200,0.8,3.463427,11.336336,1
94,5_40_40_40_5_10001,0.48,4.424451,11.298065,1
102,78_42_12_42_38_01315,0.26,5.024596,11.188366,1
8,31_39_45_39_31_01310,0.56,4.074612,11.156737,1
11,44_3_3_3_44_01110,0.25,5.019824,11.139244,1
27,4_41_41_41_4_02220,0.03,5.693229,11.130424,1
88,32_11_32_11_32_13131,0.13,5.380929,11.125885,1
46,51_32_32_32_51_13331,0.18,5.226258,11.125654,1
58,38_38_38_38_38_11111,0.2,5.164082,11.125138,2
105,38_38_38_38_38_11111,0.2,5.164082,11.125138,2
59,45_7_56_26_80_01352,0.48,4.263637,11.076624,1
1,65_29_39_77_67_01243,0.69,3.608738,11.068378,1
21,30_58_58_58_30_10001,0.36,4.626014,11.065018,1
16,63_36_27_36_63_01310,0.3,4.787961,11.032719,1
4,57_29_57_29_57_13131,0.43,4.385549,11.031748,1
1,54_1_73_54_23_01204,0.5,4.037853,10.85082,1
88,5_58_58_58_5_10001,0.44,4.171872,10.780064,1
1,26_16_16_16_26_02220,0.81,3.003568,10.74566,1
71,45_63_43_63_45_01310,0.1,5.178584,10.719606,1
71,60_20_60_20_60_13131,0.27,4.629386,10.686711,1
2,17_62_62_62_17_10001,0.38,4.277249,10.669869,1
4,18_16_16_16_18_01110,0.59,3.609708,10.644215,1
43,51_51_18_51_51_11311,0.04,5.282677,10.607643,1
30,4_25_1_25_4_01310,0.1,5.074294,10.576,1
2,47_26_47_26_47_13131,0.9,2.59531,10.566438,1
1,49_25_42_25_49_01210,0.67,3.256409,10.498122,1
1,27_16_25_16_27_01210,1.02,2.138531,10.448053,1
9,60_60_34_60_60_00100,0.16,4.786535,10.435056,1
40,45_56_54_29_36_01234,0.41,3.997089,10.411738,1
1,20_37_76_15_36_01246,0.9,2.426942,10.334596,1
3,27_62_27_62_27_13131,0.31,4.202887,10.269622,2
5,27_62_27_62_27_13131,0.31,4.202887,10.269622,2
95,51_81_81_81_51_10001,0.28,4.272876,10.238347,1
1,68_13_20_13_68_01310,0.24,4.360423,10.188699,1
2,65_43_43_43_65_10001,0.6,3.216011,10.144644,1
2,22_59_22_59_22_13131,0.53,3.420641,10.12857,1
13,65_65_65_65_65_00000,0.37,3.903272,10.112352,1
2,35_35_34_39_37_11350,0.82,2.438266,10.009789,1
32,6_45_6_28_1_10135,0.09,4.640252,9.935774,1
26,4_13_11_8_71_01246,0.39,3.633019,9.825314,1
87,45_62_62_62_45_10001,0.02,4.747978,9.786262,1
1,50_41_49_41_50_02120,0.2,4.16231,9.745697,1
1,66_14_14_14_66_13331,0.74,2.468848,9.711501,1
17,12_63_63_63_12_13331,0.35,3.663194,9.696665,1
16,4_35_3_35_4_01310,0.27,3.770661,9.504247,1
19,4_64_4_4_20_13115,0.97,1.457893,9.298065,1
50,51_83_83_83_51_10001,0.14,4.010991,9.282032,1
1,66_25_66_40_48_01032,0.6,2.487382,9.141321,1
2,43_59_59_59_43_02220,0.53,2.64316,9.057979,1
28,61_32_32_32_61_13331,0.3,3.334583,9.031417,1
4,27_15_27_15_27_13131,0.44,2.876075,8.995752,1
37,38_71_71_71_38_10001,0.07,3.810152,8.707625,1
65,77_77_77_77_77_00000,0.08,3.725785,8.634002,1
101,38_17_17_17_38_13331,0.03,3.836257,8.573372,1
40,38_81_81_81_38_10001,0.04,3.762223,8.513977,1
3,56_33_40_33_40_01313,0.54,2.211886,8.506664,1
1,40_1_40_22_79_01032,0.41,2.474325,8.314891,1
1,19_58_56_4_75_13052,0.18,2.939689,7.977049,1
1,57_57_56_57_57_00100,0.44,1.918695,7.677439,1
1,56_56_62_56_56_11011,0.18,2.592039,7.498335,1
14,52_52_52_52_52_00000,0.39,1.817569,7.325439,1
114,30_4_30_4_30_13131,0.01,2.756486,7.001427,1
