Molecule,HOMO-1 (eV),HOMO (eV),LUMO (eV),LUMO+1 (eV),Delta HOMO,delta LUMO,optical bandgap (cm-1),oscillator strength,single point energy,dipole moment (debye),summed oscs,first oscs,highest oscs under ten,first Energy Transition eV,first Energy transition wavenumber,lowest Energy Transition eV,lowest Energy transition wavenumber,PCE
281_34_580_174_281_13051,-7.95,-6.83,-4.39,-2.99,1.12,1.3999999999999995,2252.7,0.160845818,-4348.554690990439,14.13031,5.909946573999999,0.023827303,0.063888793,0.27928974599999995,2252.7,1.5382694519999998,12407.4,16.066792934634996
279_171_171_22_167_13357,-7.61,-6.96,-3.47,-2.67,0.6500000000000004,0.8000000000000003,12823.5,0.999530857,-4356.384965031055,7.72037,5.827793272,0.999530857,1.015683128,1.58985753,12823.5,2.483418584,20030.8,13.953817837780997
768_34_205_78_768_01230,-6.17,-5.68,-2.97,-2.3,0.4900000000000002,0.6700000000000004,6380.5,0.273433287,-3849.243417103376,7.55534,7.456077338,0.273433287,0.273433287,0.7910543899999999,6380.5,0.7910543899999999,6380.5,15.515164996663001
281_34_580_212_281_13051,-8.05,-6.71,-4.04,-2.92,1.3400000000000007,1.12,6102.1,0.281222746,-5345.509432037923,9.50494,7.543531951999999,0.281222746,0.517576594,0.756538358,6102.1,2.00438466,16167.0,19.252340000140997
281_34_580_22_281_13051,-8.15,-6.7,-4.07,-3.64,1.4500000000000002,0.43000000000000016,6680.7,0.494551545,-4229.759051348994,6.10379,7.918122701,0.494551545,0.494551545,0.8282731859999999,6680.7,0.8282731859999999,6680.7,20.236201461514
281_34_768_34_281_13031,-7.58,-6.77,-4.44,-3.72,0.8100000000000005,0.7200000000000002,3834.5,0.123410752,-4497.931714677031,11.69035,9.473115607,0.123410752,0.123410752,0.47540130999999997,3834.5,0.47540130999999997,3834.5,19.654226693075998
53_171_580_171_53_13031,-7.26,-6.13,-2.46,-1.51,1.13,0.95,14681.2,1.076109935,-4519.132212755774,6.08702,3.6807538249999996,1.076109935,1.076109935,1.820175176,14681.2,1.820175176,14681.2,13.039744519262
195_175_580_32_195_13051,-7.25,-6.25,-2.41,-1.76,1.0,0.6500000000000001,15994.9,1.092263965,-3210.440011893767,0.67775,3.5533115229999996,1.092263965,1.092263965,1.9830477019999997,15994.9,1.9830477019999997,15994.9,12.311106469407997
260_175_189_32_580_13570,-7.63,-6.42,-2.86,-2.33,1.21,0.5299999999999998,16896.5,0.958682143,-3703.731624292366,5.61619,4.66954867,0.958682143,0.958682143,2.0948280699999997,16896.5,2.0948280699999997,16896.5,14.741715020827
580_834_175_834_580_02120,-6.12,-5.83,-2.63,-2.14,0.29000000000000004,0.48999999999999977,12560.5,1.793155133,-3758.2621644708,4.43678,5.538485173,1.793155133,1.793155133,1.5572507899999999,12560.5,1.5572507899999999,12560.5,12.023640585457999
580_189_189_203_268_01132,-7.18,-6.77,-2.15,-1.19,0.41000000000000014,0.96,21435.4,0.617370929,-2771.053530101387,1.49924,3.337042659,0.617370929,0.617370929,2.657560892,21435.4,2.657560892,21435.4,9.502854243680003
260_86_517_88_260_13051,-8.31,-7.7,-2.99,-2.66,0.6100000000000003,0.33000000000000007,22213.1,0.102737378,-4880.354098028903,7.40923,4.66690212,0.102737378,0.671104146,2.7539801379999997,22213.1,3.1488812339999996,25398.3,12.185070721477002
110_88_834_88_110_13031,-7.3,-6.56,-1.75,-1.71,0.7400000000000002,0.040000000000000036,23055.2,0.598173546,-3171.898624534628,4.25385,3.602910076,0.598173546,0.598173546,2.8583836959999998,23055.2,2.8583836959999998,23055.2,11.273103676888999
266_189_580_86_266_13051,-7.83,-6.74,-2.64,-1.74,1.0899999999999999,0.9000000000000001,16546.3,0.739172439,-2787.322439800701,11.43091,3.6848353850000004,0.739172439,0.739172439,2.0514102739999998,16546.3,2.0514102739999998,16546.3,12.875164827382
158_175_580_32_158_13051,-7.73,-6.48,-3.33,-3.22,1.25,0.10999999999999988,12882.4,1.32201602,-3035.422370089698,5.90757,5.192453045,1.32201602,1.32201602,1.5971599519999997,12882.4,1.5971599519999997,12882.4,15.631954345201995
260_189_189_189_260_13331,-8.43,-8.11,-2.99,-2.56,0.3200000000000003,0.43000000000000016,25034.2,0.418470313,-3713.248182871051,7.70205,4.411537559999999,0.418470313,0.418470313,3.103740116,25034.2,3.103740116,25034.2,10.599483722356998
110_189_834_13_110_13051,-7.43,-6.42,-2.65,-2.22,1.0099999999999998,0.4299999999999997,15124.1,1.281485847,-3948.651761540822,6.45933,4.511442263,1.281485847,1.281485847,1.875085918,15124.1,1.875085918,15124.1,13.673002498388
580_580_175_32_32_00133,-6.95,-6.28,-2.65,-1.97,0.6699999999999999,0.6799999999999999,14169.4,1.139840259,-3444.679235725543,3.2805,4.295684748999999,1.139840259,1.139840259,1.756722212,14169.4,1.756722212,14169.4,11.929204401609999
260_672_727_88_422_10234,-7.76,-7.16,-3.23,-2.01,0.5999999999999996,1.2200000000000002,6853.0,0.748157193,-4878.636352697635,3.89367,4.749240684,0.00212402,0.008776605,0.84963494,6853.0,1.8247748339999998,14718.3,12.255900924104997
170_32_580_86_170_13051,-7.75,-6.4,-2.67,-1.57,1.3499999999999996,1.0999999999999999,14866.0,1.099925154,-4610.26608745297,10.13164,3.36987518,1.099925154,1.099925154,1.8430866799999999,14866.0,1.8430866799999999,14866.0,13.547764625096997
260_189_600_86_260_13051,-7.86,-7.32,-2.9,-2.56,0.54,0.33999999999999986,20502.2,0.932579219,-4957.746693476852,6.5203,4.698430267,0.932579219,0.932579219,2.541862756,20502.2,2.541862756,20502.2,11.930634979895997
580_9_260_9_580_02420,-6.15,-5.75,-2.08,-1.69,0.40000000000000036,0.3900000000000001,15680.8,1.206757672,-4902.649338321622,5.5818,4.565215134000001,1.206757672,1.676939152,1.9441055839999997,15680.8,2.3099457679999995,18631.6,11.151497741755
110_32_834_201_110_13051,-7.22,-6.28,-2.66,-2.08,0.9399999999999995,0.5800000000000001,14900.1,1.979738015,-3971.842877942127,10.57343,3.9549792130000005,1.979738015,1.979738015,1.847314398,14900.1,1.847314398,14900.1,12.608902878537995
834_834_102_50_50_00133,-6.84,-5.5,-2.38,-1.49,1.3399999999999999,0.8899999999999999,10757.7,0.837869779,-3048.65819146683,7.42212,5.03195664,0.837869779,0.837869779,1.333739646,10757.7,1.333739646,10757.7,15.793900795516995
260_88_182_32_260_13051,-8.06,-6.81,-2.93,-2.89,1.2500000000000009,0.040000000000000036,15723.4,0.986646838,-4800.776324504722,5.14874,5.275076176000001,0.986646838,0.986646838,1.9493871319999998,15723.4,1.9493871319999998,15723.4,15.745726396589005
679_834_110_834_679_02120,-6.6,-5.73,-2.84,-2.07,0.8699999999999992,0.77,9926.3,1.456316916,-5766.671936297017,12.29495,6.348122359,1.456316916,1.456316916,1.2306626739999997,9926.3,1.2306626739999997,9926.3,15.606410990579997
255_162_167_151_255_13571,-8.38,-7.9,-3.26,-3.11,0.4800000000000004,0.1499999999999999,22542.5,1.479507374,-14363.733586116176,8.58681,5.9146685240000005,1.479507374,1.479507374,2.79481915,22542.5,2.79481915,22542.5,13.350095059785
92_175_580_175_92_13031,-8.13,-6.63,-2.5,-1.7,1.5000000000000009,0.8,17142.2,0.854091113,-2270.658511244294,8.16068,3.0779557630000003,0.854091113,0.854091113,2.125289956,17142.2,2.125289956,17142.2,13.784041587888003
32_119_580_189_32_13051,-7.55,-6.46,-2.55,-1.77,1.0899999999999999,0.7799999999999998,15822.6,1.236226578,-3132.427011432392,2.01499,4.0454486339999995,1.236226578,1.236226578,1.961685948,15822.6,1.961685948,15822.6,13.371729271254997
153_189_580_203_153_13051,-7.59,-6.38,-2.13,-1.14,1.21,0.99,17363.0,0.587988771,-1816.896196263592,2.40549,3.5111758859999997,0.587988771,0.587988771,2.1526647399999996,17363.0,2.1526647399999996,17363.0,13.146635697258999
260_129_580_22_260_13051,-8.24,-6.94,-3.97,-3.27,1.2999999999999998,0.7000000000000002,10055.4,0.763876523,-4952.505151610414,9.24484,5.741562298,0.763876523,0.763876523,1.2466684919999997,10055.4,1.2466684919999997,10055.4,16.600827786582997
260_22_607_167_260_13051,-7.78,-7.14,-3.62,-2.74,0.6400000000000006,0.8799999999999999,14385.8,0.872870557,-4635.418207963387,2.82971,7.075325620000001,0.872870557,0.872870557,1.7835514839999997,14385.8,1.7835514839999997,14385.8,15.629119880977003
255_98_580_151_255_13051,-8.19,-6.73,-3.28,-2.94,1.459999999999999,0.33999999999999986,12893.9,0.975026882,-14601.029079869011,5.84065,6.505136609999999,0.975026882,0.975026882,1.5985857219999997,12893.9,1.5985857219999997,12893.9,18.33306961420699
255_119_722_189_255_13051,-8.18,-7.16,-2.94,-2.7,1.0199999999999996,0.23999999999999977,19246.1,1.906802054,-13839.361186209973,3.03727,5.837190672,1.906802054,1.906802054,2.386131478,19246.1,2.386131478,19246.1,15.541108057580997
111_119_580_119_111_13031,-7.68,-6.57,-2.69,-1.74,1.1099999999999994,0.95,15436.7,1.06268554,-2687.845388540293,5.05016,3.395316429,1.06268554,1.06268554,1.913842066,15436.7,1.913842066,15436.7,12.561597224969995
255_98_580_102_255_13051,-7.84,-6.5,-3.52,-2.93,1.3399999999999999,0.5899999999999999,9971.2,1.126635287,-13971.033653409093,4.82741,6.558396427000002,1.126635287,1.126635287,1.236229376,9971.2,1.236229376,9971.2,17.895808382215996
260_94_580_94_260_13031,-8.17,-6.78,-3.14,-2.77,1.3899999999999997,0.3700000000000001,14297.5,1.052491998,-5469.491492898926,4.51843,5.063564156000001,1.052491998,1.052491998,1.7726040499999998,14297.5,1.7726040499999998,14297.5,16.050174345048994
279_98_580_115_279_13051,-7.61,-6.53,-3.86,-2.95,1.08,0.9099999999999997,8178.7,0.991894742,-4028.441252442437,10.83485,7.571959636999999,0.991894742,0.991894742,1.0139952259999998,8178.7,1.0139952259999998,8178.7,18.185184922386
255_119_58_189_255_13051,-8.03,-6.51,-2.91,-2.66,1.5199999999999996,0.25,15441.6,2.349046737,-12998.93443135316,3.34741,6.1926449649999995,2.349046737,2.349046737,1.9144495679999998,15441.6,1.9144495679999998,15441.6,18.158068619041998
279_172_7_115_104_13579,-7.64,-7.0,-3.51,-3.03,0.6399999999999997,0.48,12809.9,0.939411946,-4267.675027844576,11.22239,5.819583219,0.939411946,0.939411946,1.5881714019999997,12809.9,1.5881714019999997,12809.9,13.899962594799996
580_167_580_167_580_01010,-6.71,-6.51,-2.51,-2.1,0.20000000000000018,0.4099999999999997,16686.7,1.42987191,-3302.620440086886,4.10806,4.7248282029999995,1.42987191,1.42987191,2.068817066,16686.7,2.068817066,16686.7,10.520284937767995
260_22_580_7_260_13051,-7.92,-6.75,-3.94,-3.11,1.17,0.8300000000000001,7635.7,0.614170169,-4937.695540506925,6.3854,5.917135737000001,0.614170169,0.614170169,0.9466740859999999,7635.7,0.9466740859999999,7635.7,16.289442412085997
279_7_580_115_279_13051,-7.59,-6.57,-3.96,-3.08,1.0199999999999996,0.8799999999999999,7848.9,1.06170607,-3761.511902870727,12.57904,7.8809144369999995,1.06170607,1.06170607,0.9731066219999999,7848.9,0.9731066219999999,7848.9,18.355315681986
260_22_580_189_260_13051,-8.24,-6.82,-3.91,-2.89,1.42,1.02,8447.3,0.441554919,-4479.559597344086,3.61786,5.907809416,0.441554919,0.568370314,1.0472962539999997,8447.3,2.2371199159999997,18044.2,17.340350068069
580_7_7_7_580_01110,-6.66,-6.36,-2.68,-2.26,0.2999999999999998,0.4200000000000004,15622.1,1.744121893,-3611.141813819341,4.63775,4.411229281999999,1.744121893,1.744121893,1.9368279579999998,15622.1,1.9368279579999998,15622.1,10.513959223550996
234_34_580_70_234_13051,-8.33,-7.34,-4.35,-3.24,0.9900000000000002,1.1099999999999994,7015.8,0.202049002,-3956.042592646384,11.93086,4.118902826,0.202049002,0.202049002,0.869818884,7015.8,0.869818884,7015.8,13.047375693639
281_22_714_184_281_13051,-8.15,-6.78,-4.25,-3.71,1.37,0.54,6244.8,0.671091309,-4387.987692714137,8.27412,8.04940542,0.671091309,0.671091309,0.7742303039999999,6244.8,0.7742303039999999,6244.8,20.076577765577
218_34_457_34_218_13031,-7.84,-6.81,-4.42,-3.63,1.0300000000000002,0.79,4577.9,0.249662314,-4131.392114360156,2.72198,5.223737126999999,0.249662314,0.249662314,0.5675680419999999,4577.9,0.5675680419999999,4577.9,14.738932526115997
281_34_768_22_281_13051,-7.63,-6.57,-4.51,-3.5,1.0599999999999996,1.0099999999999998,1867.2,0.114326654,-4196.362608368629,10.92753,8.232965123000001,0.088322001,0.32669405,0.231495456,1867.2,1.3425794199999999,10829.0,19.010289476607994
281_22_714_34_281_13051,-7.82,-6.86,-4.2,-3.76,0.96,0.4400000000000004,6560.7,0.52725454,-4151.222522502355,5.12467,8.34445828,0.52725454,0.52725454,0.813395586,6560.7,0.813395586,6560.7,18.738315553797
281_34_580_64_281_13051,-8.03,-6.54,-3.62,-2.84,1.4899999999999993,0.7800000000000002,7798.1,0.397573185,-4725.356916119031,10.86183,7.673608278000001,0.397573185,0.397573185,0.9668084379999999,7798.1,0.9668084379999999,7798.1,20.069705101043
281_22_580_184_281_13051,-8.13,-6.77,-4.23,-3.7,1.3600000000000012,0.5300000000000002,6234.9,0.658929097,-4466.51161317496,8.03236,8.116910071,0.658929097,0.658929097,0.7730029019999999,6234.9,0.7730029019999999,6234.9,20.126981670004007
281_35_580_64_281_13051,-7.97,-6.63,-3.07,-2.71,1.3399999999999999,0.3599999999999999,13277.9,0.839853715,-4671.366258588674,10.9196,6.429068342000001,0.839853715,0.839853715,1.6461940419999999,13277.9,1.6461940419999999,13277.9,17.717723609170996
281_22_580_34_281_13051,-8.1,-6.91,-4.35,-3.84,1.1899999999999995,0.5099999999999998,5240.1,0.249878541,-4229.726519339164,6.87603,7.562642477,0.249878541,0.249878541,0.649667598,5240.1,0.649667598,5240.1,18.640405193065995
197_34_457_115_197_13051,-7.66,-7.02,-3.45,-2.37,0.6400000000000006,1.08,15067.4,1.76813435,-3419.320132278652,4.79989,4.789962715000001,1.76813435,1.76813435,1.8680562519999997,15067.4,1.8680562519999997,15067.4,12.482175160792002
281_34_580_178_281_13051,-7.94,-6.75,-4.19,-3.17,1.1900000000000004,1.0200000000000005,5812.6,0.340301734,-3890.789465274195,4.90645,7.553922075000002,0.340301734,0.794182367,0.7206461479999999,5812.6,1.9053618339999998,15368.3,18.628397199512
281_108_580_64_281_13051,-7.89,-6.46,-3.27,-2.76,1.4299999999999997,0.5100000000000002,11396.2,1.08681149,-4748.684882749859,7.98787,7.51030534,1.08681149,1.08681149,1.412900876,11396.2,1.412900876,11396.2,19.589536955416996
281_120_34_179_25_13579,-7.73,-7.25,-3.69,-3.02,0.4800000000000004,0.6699999999999999,10898.6,0.299742305,-4463.864012989806,6.9235,6.384880377,0.299742305,0.319462141,1.3512084279999999,10898.6,2.4061046559999997,19407.2,13.997576781365998
279_34_83_115_279_13571,-7.82,-7.27,-3.89,-3.57,0.5500000000000007,0.3200000000000003,12035.9,0.818993083,-3773.338960109874,11.0051,9.384523085,0.818993083,0.818993083,1.4922108819999997,12035.9,1.4922108819999997,12035.9,18.425934790282
281_34_580_160_281_13051,-8.04,-6.58,-3.81,-2.76,1.459999999999999,1.0500000000000003,6380.5,0.216524229,-4478.55984315567,10.0911,7.398162917000001,0.216524229,0.216524229,0.7910543899999999,6380.5,0.7910543899999999,6380.5,19.562766838945997
180_184_580_22_180_13051,-7.95,-6.69,-3.8,-3.34,1.2599999999999998,0.45999999999999996,8451.8,0.626912813,-4142.426364321554,9.72867,5.061210426000001,0.626912813,0.626912813,1.0478541639999999,8451.8,1.0478541639999999,8451.8,15.493783258839
279_34_115_34_279_13531,-7.77,-7.15,-4.51,-3.97,0.6199999999999992,0.5399999999999996,6304.2,0.488638259,-4056.873941392606,0.84296,9.812034251000002,0.488638259,0.488638259,0.7815947159999999,6304.2,0.7815947159999999,6304.2,19.312467665864
281_22_714_22_281_13031,-8.1,-6.77,-4.13,-3.68,1.33,0.44999999999999973,7264.3,0.799429101,-3849.649436435202,6.97061,8.061213219,0.799429101,0.799429101,0.900627914,7264.3,0.900627914,7264.3,19.922637104799996
281_155_580_34_281_13051,-8.12,-7.05,-4.12,-3.49,1.0699999999999994,0.6299999999999999,8959.2,0.424361321,-4795.142944841633,8.22977,7.93149587,0.424361321,0.503849143,1.110761616,8959.2,1.6961827779999998,13681.1,18.637716315226996
281_34_768_160_281_13051,-7.19,-6.66,-4.07,-3.28,0.5300000000000002,0.7900000000000005,3449.5,0.153610907,-4445.122521796123,18.54345,7.340057739000001,0.046759133,0.153610907,0.42766900999999996,3449.5,1.16342832,9384.0,15.525606008839999
58_22_580_184_58_13051,-7.7,-6.43,-3.73,-3.25,1.2700000000000005,0.48,7226.7,0.593485929,-3083.355571407824,10.71778,4.137718657,0.593485929,0.593485929,0.8959662659999998,7226.7,0.8959662659999998,7226.7,14.264685092926
768_34_124_77_77_01355,-7.16,-6.62,-3.08,-2.69,0.54,0.3900000000000001,9575.1,0.114750244,-3825.667158171259,9.28037,3.9064325729999996,0.058401589,0.091782948,1.1871208979999999,9575.1,1.725392466,13916.7,10.840054155257997
192_34_768_22_192_13051,-7.33,-6.24,-3.66,-3.02,1.0899999999999999,0.6400000000000001,6355.1,0.629483363,-7610.241679440209,6.98029,5.664190657999999,0.629483363,0.629483363,0.787905298,6355.1,0.787905298,6355.1,15.600737038302997
281_184_580_7_281_13051,-7.99,-6.88,-3.87,-3.2,1.1100000000000003,0.6699999999999999,8770.2,0.687522395,-4619.071024513023,9.70826,7.62353728,0.687522395,0.687522395,1.087329396,8770.2,1.087329396,8770.2,18.383857336797
281_93_580_93_281_13031,-8.23,-6.99,-3.42,-2.96,1.2400000000000002,0.45999999999999996,14077.1,1.503840367,-5291.255810056327,8.50249,6.682163499,1.503840367,1.503840367,1.7452788579999998,14077.1,1.7452788579999998,14077.1,17.64073564036
281_22_580_30_281_13051,-7.9,-6.64,-3.89,-3.2,1.2600000000000007,0.69,7411.5,0.520309459,-3757.815234348248,11.68451,7.926847256999999,0.520309459,0.520309459,0.9188777699999999,7411.5,0.9188777699999999,7411.5,19.439765175126
281_219_580_70_281_13051,-8.09,-6.75,-3.12,-2.74,1.3399999999999999,0.3799999999999999,13881.0,1.096999876,-4657.118380780793,7.28444,6.367960598,1.096999876,1.096999876,1.72096638,13881.0,1.72096638,13881.0,17.633578245682997
154_34_580_22_154_13051,-7.75,-6.56,-3.9,-3.42,1.1900000000000004,0.48,6710.3,0.496025176,-4335.103359722531,3.74212,4.493284939,0.496025176,0.496025176,0.8319429939999999,6710.3,0.8319429939999999,6710.3,14.413899863239996
281_34_768_115_281_13051,-7.6,-6.56,-4.27,-3.3,1.04,0.9699999999999998,3471.0,0.199662336,-4273.652622552996,9.90399,8.066835726,0.199662336,0.44927211,0.43033457999999997,3471.0,1.4765274119999998,11909.4,18.696429296939
279_39_580_171_279_13051,-7.62,-6.71,-2.83,-2.53,0.9100000000000001,0.30000000000000027,17124.8,0.968992482,-4045.270101298796,4.25181,5.987309649999999,0.968992482,0.968992482,2.1231327039999996,17124.8,2.1231327039999996,17124.8,15.279771890287
281_78_580_22_281_13051,-7.96,-6.64,-3.89,-2.86,1.3200000000000003,1.0300000000000002,8536.5,0.729879297,-3683.888170854239,7.29104,6.999346123,0.729879297,0.729879297,1.0583552699999998,8536.5,1.0583552699999998,8536.5,18.417896113607995
281_34_580_65_281_13051,-8.0,-6.7,-3.95,-3.09,1.2999999999999998,0.8600000000000003,5765.5,0.16983615,-4328.497960949495,9.62799,7.914879623000001,0.16983615,0.516272886,0.71480669,5765.5,1.8926042919999997,15265.4,19.593485743108005
580_22_497_22_580_01210,-6.61,-6.37,-3.72,-3.1,0.2400000000000002,0.6200000000000001,7769.4,0.884748655,-3367.569784402128,3.91062,4.963531995000001,0.884748655,0.884748655,0.9632502119999998,7769.4,0.9632502119999998,7769.4,11.019180059352001
279_34_457_89_279_13051,-7.95,-6.7,-3.72,-2.79,1.25,0.9300000000000002,7557.3,0.351630616,-4208.607522567237,5.62854,8.125024439,0.351630616,0.424536998,0.936954054,7557.3,2.061514644,16627.8,19.67010515474
279_7_580_171_279_13051,-7.66,-6.59,-3.18,-2.69,1.0700000000000003,0.4900000000000002,12981.2,1.464647618,-4309.036326904427,6.54967,7.177706917,1.464647618,1.464647618,1.609409176,12981.2,1.609409176,12981.2,17.599748926946
281_22_714_7_281_13051,-7.9,-6.76,-3.91,-3.13,1.1400000000000006,0.7800000000000002,8011.6,0.682174065,-4002.214474078627,8.49027,7.245387731000001,0.682174065,0.682174065,0.9932781679999999,8011.6,0.9932781679999999,8011.6,17.990795407824002
281_34_620_41_281_13051,-7.92,-6.78,-4.03,-3.32,1.1399999999999997,0.7100000000000004,5814.8,0.236652601,-4249.433169792575,8.25814,8.077626516,0.236652601,0.379516812,0.7209189039999999,5814.8,1.8294736759999999,14756.2,19.136788214769
281_108_580_108_281_13031,-7.87,-6.6,-3.48,-3.04,1.2700000000000005,0.43999999999999995,11090.5,1.277417111,-4577.984248080437,4.41075,7.289240863000001,1.277417111,1.277417111,1.37500019,11090.5,1.37500019,11090.5,18.604331170587997
281_34_620_34_281_13031,-7.73,-6.72,-4.5,-3.7,1.0100000000000007,0.7999999999999998,3279.9,0.195774705,-4629.260480564395,10.18096,8.9514149,0.195774705,0.195774705,0.40664200199999995,3279.9,0.40664200199999995,3279.9,19.786844819537002
281_34_620_65_281_13051,-8.01,-6.69,-3.73,-2.98,1.3199999999999994,0.75,7478.1,0.248778333,-4426.406467758132,10.81647,8.095470280000002,0.248778333,0.350435852,0.927134838,7478.1,1.9480233519999999,15712.4,19.927259077797004
580_182_580_34_281_02013,-7.11,-6.45,-3.99,-3.12,0.6600000000000001,0.8700000000000001,5423.9,0.400409608,-4238.811400115696,8.57506,6.543444173,0.400409608,0.487390999,0.6724551219999999,5423.9,1.5701819039999998,12664.8,14.981819128457998
161_34_620_65_161_13051,-7.71,-6.45,-3.4,-2.22,1.2599999999999998,1.1799999999999997,7993.0,0.297540201,-3494.812875414358,4.52247,4.524887043999999,0.297540201,0.711297424,0.9909721399999999,7993.0,2.2947830139999996,18509.3,14.755265961824994
279_186_457_186_279_13031,-7.97,-7.06,-2.54,-2.32,0.9100000000000001,0.2200000000000002,17443.7,0.173078232,-5012.451134332286,5.58752,3.307532061,0.004949238,0.005011345,2.162669926,17443.7,2.444984784,19720.8,11.589718150233997
281_47_580_47_281_13031,-8.01,-6.73,-3.16,-2.63,1.2799999999999994,0.5300000000000002,13793.1,0.77847798,-5224.161588283247,11.79265,5.897666354,0.77847798,0.77847798,1.7100685379999998,13793.1,1.7100685379999998,13793.1,16.730683071694997
281_22_500_22_281_13031,-8.25,-8.11,-3.58,-3.55,0.14000000000000057,0.03000000000000025,18084.8,0.339223639,-3851.782455869867,6.32782,6.751990419,0.339223639,0.339223639,2.2421535039999996,18084.8,2.2421535039999996,18084.8,13.0563873092
281_22_580_7_281_13051,-7.99,-6.74,-3.95,-2.91,1.25,1.04,7820.4,0.550750145,-4080.722498052995,4.29198,7.385982329,0.550750145,0.719585251,0.9695731919999999,7820.4,2.152131626,17358.7,18.652444169269998
620_91_877_34_369_02416,-6.57,-5.43,-3.23,-1.66,1.1400000000000006,1.57,7049.4,0.248988545,-3905.309706320575,4.29066,5.602432131,0.248988545,0.248988545,0.8739846119999999,7049.4,0.8739846119999999,7049.4,15.728445546624
12_22_714_34_12_13051,-8.0,-6.87,-4.2,-3.68,1.13,0.52,6226.9,0.367536584,-4045.229196506994,1.32002,4.699220631,0.367536584,0.367536584,0.7720110619999999,6226.9,0.7720110619999999,6226.9,14.442173311124
